股票代码,股票简称,日期,EF周期数,MN1_state_hex,MN1_state_score,W1_state_hex,W1_state_score,D1_state_hex,D1_state_score,MN1_base,MN1_trend_bit,MN1_position_bit,MN1_volatility_bit,MN1_comp_label,MN1_trend_label,MN1_position_label,MN1_volatility_label,W1_base,W1_trend_bit,W1_position_bit,W1_volatility_bit,W1_comp_label,W1_trend_label,W1_position_label,W1_volatility_label,D1_base,D1_trend_bit,D1_position_bit,D1_volatility_bit,D1_comp_label,D1_trend_label,D1_position_label,D1_volatility_label
002975,博杰股份,2026-05-18,2,C,12,E,14,F,15,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
002976,瑞玛精密,2026-05-20,2,C,12,E,14,F,15,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
002976,瑞玛精密,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
002976,瑞玛精密,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
003004,*ST声迅,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
003004,*ST声迅,2026-05-18,2,C,12,E,14,6,6,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,0,1,1,0,缩,牛,上突,稳
003004,*ST声迅,2026-05-15,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
003030,祖名股份,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
003030,祖名股份,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
003030,祖名股份,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
003036,泰坦股份,2026-05-20,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
003036,泰坦股份,2026-05-19,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
003036,泰坦股份,2026-05-18,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300042,朗科科技,2026-05-20,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300042,朗科科技,2026-05-19,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300042,朗科科技,2026-05-18,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300054,鼎龙股份,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300054,鼎龙股份,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300054,鼎龙股份,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300069,金利华电,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300131,英唐智控,2026-05-20,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300131,英唐智控,2026-05-19,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300131,英唐智控,2026-05-18,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300166,东方国信,2026-05-20,2,C,12,F,15,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,1,扩,牛,上突,波扩,8,1,1,0,扩,牛,上突,稳
300166,东方国信,2026-05-19,2,C,12,F,15,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,1,扩,牛,上突,波扩,8,1,1,0,扩,牛,上突,稳
300166,东方国信,2026-05-18,2,C,12,F,15,6,6,8,1,0,0,扩,牛,中,稳,8,1,1,1,扩,牛,上突,波扩,0,1,1,0,缩,牛,上突,稳
300209,有棵树,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300209,有棵树,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300209,有棵树,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300263,隆华科技,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300263,隆华科技,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300263,隆华科技,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300302,同有科技,2026-05-20,2,C,12,E,14,F,15,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
300302,同有科技,2026-05-19,2,C,12,E,14,F,15,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
300302,同有科技,2026-05-18,2,C,12,E,14,F,15,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
300323,华灿光电,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300323,华灿光电,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300323,华灿光电,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300398,飞凯材料,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300398,飞凯材料,2026-05-19,2,C,12,E,14,C,12,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,0,0,扩,牛,中,稳
300398,飞凯材料,2026-05-18,2,C,12,E,14,C,12,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,0,0,扩,牛,中,稳
300408,三环集团,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300408,三环集团,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300408,三环集团,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300438,鹏辉能源,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300438,鹏辉能源,2026-05-19,2,C,12,E,14,6,6,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,0,1,1,0,缩,牛,上突,稳
300438,鹏辉能源,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300478,杭州高新,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300478,杭州高新,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300478,杭州高新,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300489,光智科技,2026-05-20,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300489,光智科技,2026-05-19,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300489,光智科技,2026-05-18,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300518,新迅达,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300518,新迅达,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300518,新迅达,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300567,精测电子,2026-05-20,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300567,精测电子,2026-05-19,2,D,13,E,14,6,6,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,0,1,1,0,缩,牛,上突,稳
300567,精测电子,2026-05-18,2,D,13,E,14,6,6,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,0,1,1,0,缩,牛,上突,稳
300604,长川科技,2026-05-20,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300604,长川科技,2026-05-19,2,D,13,E,14,7,7,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,0,1,1,1,缩,牛,上突,波扩
300604,长川科技,2026-05-18,2,D,13,E,14,F,15,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
300632,光莆股份,2026-05-20,2,C,12,E,14,F,15,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
300632,光莆股份,2026-05-19,2,C,12,E,14,F,15,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
300632,光莆股份,2026-05-18,2,C,12,E,14,F,15,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
300672,国科微,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300672,国科微,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300672,国科微,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300706,阿石创,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300706,阿石创,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300706,阿石创,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300715,凯伦股份,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300715,凯伦股份,2026-05-19,2,C,12,E,14,C,12,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,0,0,扩,牛,中,稳
300715,凯伦股份,2026-05-18,2,C,12,E,14,C,12,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,0,0,扩,牛,中,稳
300721,怡达股份,2026-05-20,2,C,12,E,14,F,15,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
300721,怡达股份,2026-05-19,2,C,12,E,14,F,15,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
300721,怡达股份,2026-05-18,2,C,12,E,14,F,15,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
300737,科顺股份,2026-05-20,2,C,12,F,15,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,1,扩,牛,上突,波扩,8,1,1,0,扩,牛,上突,稳
300737,科顺股份,2026-05-19,2,C,12,F,15,C,12,8,1,0,0,扩,牛,中,稳,8,1,1,1,扩,牛,上突,波扩,8,1,0,0,扩,牛,中,稳
300737,科顺股份,2026-05-18,2,C,12,F,15,C,12,8,1,0,0,扩,牛,中,稳,8,1,1,1,扩,牛,上突,波扩,8,1,0,0,扩,牛,中,稳
300745,欣锐科技,2026-05-20,2,C,12,E,14,F,15,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
300745,欣锐科技,2026-05-19,2,C,12,E,14,F,15,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
300745,欣锐科技,2026-05-18,2,C,12,E,14,D,13,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,0,1,扩,牛,中,波扩
300776,帝尔激光,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300776,帝尔激光,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300776,帝尔激光,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300780,德恩精工,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300780,德恩精工,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300780,德恩精工,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300814,中富电路,2026-05-20,2,8,8,E,14,E,14,8,0,0,0,扩,平,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300814,中富电路,2026-05-19,2,8,8,E,14,E,14,8,0,0,0,扩,平,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300814,中富电路,2026-05-18,2,8,8,E,14,E,14,8,0,0,0,扩,平,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300816,艾可蓝,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300816,艾可蓝,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300816,艾可蓝,2026-05-18,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300838,浙江力诺,2026-05-20,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300838,浙江力诺,2026-05-19,2,C,12,E,14,E,14,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300838,浙江力诺,2026-05-18,2,C,12,E,14,F,15,8,1,0,0,扩,牛,中,稳,8,1,1,0,扩,牛,上突,稳,8,1,1,1,扩,牛,上突,波扩
300843,胜蓝股份,2026-05-20,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300843,胜蓝股份,2026-05-19,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
300843,胜蓝股份,2026-05-18,2,D,13,E,14,E,14,8,1,0,1,扩,牛,中,波扩,8,1,1,0,扩,牛,上突,稳,8,1,1,0,扩,牛,上突,稳
